"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"38","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.55,0.797,"Threshold 1"
"39","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.56,0.794,"Threshold 1"
"40","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.57,0.8,"Threshold 1"
"41","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.58,0.797,"Threshold 1"
"42","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.59,0.787,"Threshold 1"
"43","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.6,0.783,"Threshold 1"
"44","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.61,0.775,"Threshold 1"
"45","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.62,0.774,"Threshold 1"
"46","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.63,0.765,"Threshold 1"
"47","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.64,0.756,"Threshold 1"
"48","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.65,0.754,"Threshold 1"
"49","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.66,0.743,"Threshold 1"
"50","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.67,0.726,"Threshold 1"
"51","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.68,0.715,"Threshold 1"
"52","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.69,0.707,"Threshold 1"
"53","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.7,0.694,"Threshold 1"
"54","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.71,0.694,"Threshold 1"
"55","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.72,0.682,"Threshold 1"
"56","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.73,0.666,"Threshold 1"
"57","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.74,0.655,"Threshold 1"
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.75,0.643,"Threshold 1"
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.76,0.627,"Threshold 1"
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.77,0.619,"Threshold 1"
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.78,0.608,"Threshold 1"
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.79,0.599,"Threshold 1"
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.8,0.593,"Threshold 1"
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.81,0.587,"Threshold 1"
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.82,0.586,"Threshold 1"
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.83,0.579,"Threshold 1"
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.84,0.573,"Threshold 1"
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.85,0.566,"Threshold 1"
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.86,0.56,"Threshold 1"
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.87,0.553,"Threshold 1"
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.88,0.545,"Threshold 1"
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.89,0.541,"Threshold 1"
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.9,0.535,"Threshold 1"
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.91,0.528,"Threshold 1"
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.92,0.523,"Threshold 1"
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.93,0.525,"Threshold 1"
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.94,0.512,"Threshold 1"
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.95,0.505,"Threshold 1"
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.96,0.498,"Threshold 1"
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.97,0.486,"Threshold 1"
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.98,0.485,"Threshold 1"
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.99,0.478,"Threshold 1"
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 1",1,0.474,"Threshold 1"
"84","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.18,0.921,"Threshold 2"
"85","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.19,0.925,"Threshold 2"
"86","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.2,0.932,"Threshold 2"
"87","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.21,0.938,"Threshold 2"
"88","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.22,0.942,"Threshold 2"
"89","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.23,0.945,"Threshold 2"
"90","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.24,0.954,"Threshold 2"
"91","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.25,0.956,"Threshold 2"
"92","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.26,0.959,"Threshold 2"
"93","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.27,0.963,"Threshold 2"
"94","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.28,0.965,"Threshold 2"
"95","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.29,0.964,"Threshold 2"
"96","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.3,0.964,"Threshold 2"
"97","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.31,0.964,"Threshold 2"
"98","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.32,0.96,"Threshold 2"
"99","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.33,0.957,"Threshold 2"
"100","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.34,0.958,"Threshold 2"
"101","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.35,0.958,"Threshold 2"
"102","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.36,0.959,"Threshold 2"
"103","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.37,0.96,"Threshold 2"
"104","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.38,0.958,"Threshold 2"
"105","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.39,0.958,"Threshold 2"
"106","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.4,0.957,"Threshold 2"
"107","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.41,0.959,"Threshold 2"
"108","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.42,0.959,"Threshold 2"
"109","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.43,0.96,"Threshold 2"
"110","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.44,0.961,"Threshold 2"
"111","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.45,0.964,"Threshold 2"
"112","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.46,0.964,"Threshold 2"
"113","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.47,0.966,"Threshold 2"
"114","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.48,0.967,"Threshold 2"
"115","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.49,0.965,"Threshold 2"
"116","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.5,0.97,"Threshold 2"
"117","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.51,0.973,"Threshold 2"
"118","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.52,0.972,"Threshold 2"
"119","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.53,0.973,"Threshold 2"
"120","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.54,0.974,"Threshold 2"
"121","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.55,0.977,"Threshold 2"
"122","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.56,0.98,"Threshold 2"
"123","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.57,0.982,"Threshold 2"
"124","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.58,0.983,"Threshold 2"
"125","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.59,0.983,"Threshold 2"
"126","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.6,0.986,"Threshold 2"
"127","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.61,0.986,"Threshold 2"
"128","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.62,0.986,"Threshold 2"
"129","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.63,0.985,"Threshold 2"
"130","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.64,0.984,"Threshold 2"
"131","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.65,0.982,"Threshold 2"
"132","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.66,0.982,"Threshold 2"
"133","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.67,0.982,"Threshold 2"
"134","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.68,0.982,"Threshold 2"
"135","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.69,0.98,"Threshold 2"
"136","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.7,0.976,"Threshold 2"
"137","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.71,0.972,"Threshold 2"
"138","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.72,0.967,"Threshold 2"
"139","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.73,0.966,"Threshold 2"
"140","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.74,0.959,"Threshold 2"
"141","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.75,0.949,"Threshold 2"
"142","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.76,0.943,"Threshold 2"
"143","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.77,0.935,"Threshold 2"
"144","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.78,0.924,"Threshold 2"
"145","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.79,0.916,"Threshold 2"
"146","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.8,0.907,"Threshold 2"
"147","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.81,0.898,"Threshold 2"
"148","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.82,0.887,"Threshold 2"
"149","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.83,0.878,"Threshold 2"
"150","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.84,0.872,"Threshold 2"
"151","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.85,0.869,"Threshold 2"
"152","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.86,0.864,"Threshold 2"
"153","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.87,0.849,"Threshold 2"
"154","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.88,0.844,"Threshold 2"
"155","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.89,0.837,"Threshold 2"
"156","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.9,0.832,"Threshold 2"
"157","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.91,0.827,"Threshold 2"
"158","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.92,0.819,"Threshold 2"
"159","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.93,0.806,"Threshold 2"
"160","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.94,0.798,"Threshold 2"
"161","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.95,0.782,"Threshold 2"
"162","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.96,0.774,"Threshold 2"
"163","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.97,0.765,"Threshold 2"
"164","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.98,0.759,"Threshold 2"
"165","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.99,0.755,"Threshold 2"
"166","Dose-toxicity scenario 2","Dose-efficacy scenario 1",1,0.749,"Threshold 2"
