"","DLT_scenario","EFF_scenario","x","y","type"
"y_est69","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.68,0.241259221211687,"Estimated MTD"
"y_est70","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.69,0.232113447018511,"Estimated MTD"
"y_est71","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.7,0.223000735753949,"Estimated MTD"
"y_est72","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.71,0.213920908452579,"Estimated MTD"
"y_est73","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.72,0.204873787438281,"Estimated MTD"
"y_est74","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.73,0.195859196312637,"Estimated MTD"
"y_est75","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.74,0.186876959943474,"Estimated MTD"
"y_est76","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.75,0.177926904453519,"Estimated MTD"
"y_est77","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.76,0.169008857209181,"Estimated MTD"
"y_est78","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.77,0.160122646809447,"Estimated MTD"
"y_est79","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.78,0.151268103074909,"Estimated MTD"
"y_est80","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.79,0.14244505703689,"Estimated MTD"
"y_est81","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.8,0.133653340926706,"Estimated MTD"
"y_est82","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.81,0.124892788165026,"Estimated MTD"
"y_est83","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.82,0.116163233351351,"Estimated MTD"
"y_est84","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.83,0.107464512253609,"Estimated MTD"
"y_est85","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.84,0.0987964617978524,"Estimated MTD"
"y_est86","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.85,0.0901589200580661,"Estimated MTD"
"y_est87","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.86,0.0815517262460881,"Estimated MTD"
"y_est88","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.87,0.0729747207016302,"Estimated MTD"
"y_est89","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.88,0.064427744882406,"Estimated MTD"
"y_est90","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.89,0.0559106413543628,"Estimated MTD"
"y_est91","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.9,0.0474232537820139,"Estimated MTD"
"y_est92","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.91,0.0389654269188745,"Estimated MTD"
"y_est93","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.92,0.0305370065979951,"Estimated MTD"
"y_est94","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.93,0.0221378397225946,"Estimated MTD"
"y_est95","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.94,0.0137677742567902,"Estimated MTD"
"y_est96","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.95,0.00542665921642464,"Estimated MTD"
"y_est97","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.96,-0.00288565534001326,"Estimated MTD"
"y_est98","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.97,-0.0111693183203731,"Estimated MTD"
"y_est99","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.98,-0.0194244776077344,"Estimated MTD"
"y_est100","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.99,-0.0276512800692076,"Estimated MTD"
"y_est101","Dose-toxicity scenario 1","Dose-efficacy scenario 1",1,-0.0358498715646433,"Estimated MTD"
"y_true1","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0,1.02003732072118,"True MTD"
"y_true2","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.01,1.00573465465442,"True MTD"
"y_true3","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.02,0.99155332777719,"True MTD"
"y_true4","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.03,0.977491802508041,"True MTD"
"y_true5","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.04,0.963548567134751,"True MTD"
"y_true6","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.05,0.949722135272547,"True MTD"
"y_true7","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.06,0.936011045335894,"True MTD"
"y_true8","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.07,0.922413860023444,"True MTD"
"y_true9","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.08,0.908929165815777,"True MTD"
"y_true10","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.09,0.895555572485544,"True MTD"
"y_true11","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.1,0.882291712619679,"True MTD"
"y_true12","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.11,0.869136241153318,"True MTD"
"y_true13","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.12,0.856087834915099,"True MTD"
"y_true14","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.13,0.843145192183524,"True MTD"
"y_true15","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.14,0.830307032254051,"True MTD"
"y_true16","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.15,0.817572095016646,"True MTD"
"y_true17","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.16,0.80493914054347,"True MTD"
"y_true18","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.17,0.79240694868644,"True MTD"
"y_true19","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.18,0.779974318684376,"True MTD"
"y_true20","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.19,0.767640068779483,"True MTD"
"y_true21","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.2,0.755403035842887,"True MTD"
"y_true22","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.21,0.743262075009005,"True MTD"
"y_true23","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.22,0.731216059318487,"True MTD"
"y_true24","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.23,0.719263879369498,"True MTD"
"y_true25","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.24,0.707404442977125,"True MTD"
"y_true26","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.25,0.69563667484068,"True MTD"
"y_true27","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.26,0.683959516218684,"True MTD"
"y_true28","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.27,0.672371924611334,"True MTD"
"y_true29","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.28,0.660872873450247,"True MTD"
"y_true30","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.29,0.649461351795292,"True MTD"
"y_true31","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.3,0.638136364038312,"True MTD"
"y_true32","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.31,0.62689692961357,"True MTD"
"y_true33","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.32,0.615742082714721,"True MTD"
"y_true34","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.33,0.604670872018163,"True MTD"
"y_true35","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.34,0.593682360412578,"True MTD"
"y_true36","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.35,0.582775624734514,"True MTD"
"y_true37","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.36,0.571949755509849,"True MTD"
"y_true38","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.37,0.561203856700986,"True MTD"
"y_true39","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.38,0.550537045459626,"True MTD"
"y_true40","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.39,0.53994845188498,"True MTD"
"y_true41","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.4,0.529437218787289,"True MTD"
"y_true42","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.41,0.519002501456491,"True MTD"
"y_true43","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.42,0.508643467435943,"True MTD"
"y_true44","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.43,0.498359296301028,"True MTD"
"y_true45","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.44,0.488149179442561,"True MTD"
"y_true46","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.45,0.478012319854849,"True MTD"
"y_true47","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.46,0.467947931928296,"True MTD"
"y_true48","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.47,0.457955241246446,"True MTD"
"y_true49","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.48,0.448033484387343,"True MTD"
"y_true50","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.49,0.438181908729106,"True MTD"
"y_true51","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.5,0.428399772259623,"True MTD"
"y_true52","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.51,0.418686343390242,"True MTD"
"y_true53","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.52,0.409040900773387,"True MTD"
"y_true54","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.53,0.399462733123982,"True MTD"
"y_true55","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.54,0.3899511390446,"True MTD"
"y_true56","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.55,0.380505426854249,"True MTD"
"y_true57","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.56,0.371124914420701,"True MTD"
"y_true58","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.57,0.361808928996277,"True MTD"
"y_true59","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.58,0.352556807057018,"True MTD"
"y_true60","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.59,0.343367894145146,"True MTD"
"y_true61","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.6,0.334241544714742,"True MTD"
"y_true62","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.61,0.325177121980572,"True MTD"
"y_true63","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.62,0.316173997769971,"True MTD"
"y_true64","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.63,0.307231552377731,"True MTD"
"y_true65","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.64,0.298349174423907,"True MTD"
"y_true66","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.65,0.289526260714479,"True MTD"
"y_true67","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.66,0.280762216104808,"True MTD"
"y_true68","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.67,0.272056453365809,"True MTD"
"y_true69","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.68,0.263408393052792,"True MTD"
"y_true70","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.69,0.254817463376899,"True MTD"
"y_true71","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.7,0.246283100079077,"True MTD"
"y_true72","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.71,0.237804746306542,"True MTD"
"y_true73","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.72,0.229381852491657,"True MTD"
"y_true74","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.73,0.221013876233183,"True MTD"
"y_true75","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.74,0.212700282179849,"True MTD"
"y_true76","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.75,0.20444054191618,"True MTD"
"y_true77","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.76,0.196234133850537,"True MTD"
"y_true78","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.77,0.18808054310532,"True MTD"
"y_true79","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.78,0.179979261409284,"True MTD"
"y_true80","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.79,0.171929786991921,"True MTD"
"y_true81","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.8,0.163931624479861,"True MTD"
"y_true82","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.81,0.15598428479525,"True MTD"
"y_true83","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.82,0.148087285056055,"True MTD"
"y_true84","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.83,0.140240148478263,"True MTD"
"y_true85","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.84,0.132442404279919,"True MTD"
"y_true86","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.85,0.124693587586982,"True MTD"
"y_true87","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.86,0.116993239340935,"True MTD"
"y_true88","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.87,0.109340906208132,"True MTD"
"y_true89","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.88,0.10173614049083,"True MTD"
"y_true90","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.89,0.094178500039882,"True MTD"
"y_true91","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.9,0.0866675481690378,"True MTD"
"y_true92","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.91,0.0792028535708382,"True MTD"
"y_true93","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.92,0.0717839902340529,"True MTD"
"y_true94","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.93,0.0644105373626349,"True MTD"
"y_true95","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.94,0.05708207929616,"True MTD"
"y_true96","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.95,0.0497982054317181,"True MTD"
"y_true97","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.96,0.0425585101472244,"True MTD"
"y_true98","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.97,0.0353625927261233,"True MTD"
"y_true99","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.98,0.0282100572834541,"True MTD"
"y_true100","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.99,0.021100512693248,"True MTD"
"y_true101","Dose-toxicity scenario 1","Dose-efficacy scenario 1",1,0.0140335725172332,"True MTD"
