"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"138","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.72,0.969,"Threshold 2"
"139","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.73,0.968,"Threshold 2"
"140","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.74,0.97,"Threshold 2"
"141","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.75,0.968,"Threshold 2"
"142","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.76,0.967,"Threshold 2"
"143","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.77,0.966,"Threshold 2"
"144","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.78,0.965,"Threshold 2"
"145","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.79,0.963,"Threshold 2"
"146","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.8,0.955,"Threshold 2"
"147","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.81,0.952,"Threshold 2"
"148","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.82,0.945,"Threshold 2"
"149","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.83,0.939,"Threshold 2"
"150","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.84,0.934,"Threshold 2"
"151","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.85,0.923,"Threshold 2"
"152","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.86,0.918,"Threshold 2"
"153","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.87,0.912,"Threshold 2"
"154","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.88,0.907,"Threshold 2"
"155","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.89,0.904,"Threshold 2"
"156","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.9,0.902,"Threshold 2"
"157","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.91,0.899,"Threshold 2"
"158","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.92,0.897,"Threshold 2"
"159","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.93,0.894,"Threshold 2"
"160","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.94,0.892,"Threshold 2"
"161","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.95,0.889,"Threshold 2"
"162","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.96,0.885,"Threshold 2"
"163","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.97,0.882,"Threshold 2"
"164","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.98,0.874,"Threshold 2"
"165","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.99,0.868,"Threshold 2"
"166","Dose-toxicity scenario 2","Dose-efficacy scenario 3",1,0.863,"Threshold 2"
