"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"45","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.46,-0.00516258027499252
"46","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.47,-0.0050477213528222
"47","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.48,-0.00496191740998427
"48","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.49,-0.00490487319063239
"49","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.5,-0.00487622610210127
"50","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.51,-0.00487592305975663
"51","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.52,-0.00490355385224071
"52","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.53,-0.00495893534063272
"53","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.54,-0.00504178063008365
"54","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.55,-0.0051520028603282
"55","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.56,-0.00528922289125696
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.57,-0.00545344274397036
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.58,-0.00564430013097284
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.59,-0.00586173559800173
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.6,-0.00610553109118581
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.61,-0.00637552926121609
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.62,-0.00667158978726079
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.63,-0.0069935250819272
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.64,-0.00734121176917614
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.65,-0.00771446255214092
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.66,-0.0081131803330426
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.67,-0.00853721410829577
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.68,-0.00898642073539964
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.69,-0.00946067218617761
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.7,-0.00995983930565477
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.71,-0.010483781351409
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.72,-0.0110323671750666
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.73,-0.0116054998479643
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.74,-0.0122030226221868
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.75,-0.0128248129930017
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.76,-0.0134707588619121
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.77,-0.0141407213146365
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.78,-0.0148345888370817
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.79,-0.0155522292325639
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.8,-0.0162935194329367
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.81,-0.0170583293750427
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.82,-0.0178465118604778
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.83,-0.0186580422283754
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.84,-0.0194926829774345
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.85,-0.0203503590222596
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.86,-0.0212309329857078
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.87,-0.0221342817580298
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.88,-0.0230602835675578
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.89,-0.0240087318591401
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.9,-0.0249789372451542
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.91,-0.0259704088866866
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.92,-0.0269799876652517
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.93,-0.0279967865353551
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.94,-0.0289989109922165
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.95,-0.0299484449644471
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.96,-0.0307853882402535
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.97,-0.0314290484706149
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.98,-0.0317582365706042
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.99,-0.0316212219843304
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 1",1,-0.0307426777371198
