"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"37","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.54,0.0062712200293113
"38","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.55,0.00564027576986897
"39","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.56,0.00491413844366511
"40","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.57,0.00409669507942807
"41","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.58,0.00319165969569006
"42","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.59,0.0022025438725857
"43","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.6,0.00113277814346787
"44","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.61,-1.44562438016398e-05
"45","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.62,-0.00123607936175679
"46","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.63,-0.00252913005122781
"47","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.64,-0.00389073064368416
"48","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.65,-0.00531828196153673
"49","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.66,-0.00680919508708612
"50","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.67,-0.00836098910731214
"51","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.68,-0.00997131366309213
"52","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.69,-0.0116379112766474
"53","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.7,-0.0133586220177147
"54","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.71,-0.0151313580661321
"55","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.72,-0.0169542202631096
"56","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.73,-0.0188252258716022
"57","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.74,-0.0207425799022493
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.75,-0.0227045484257634
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.76,-0.0247094458889167
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.77,-0.026755686567226
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.78,-0.0288417166060469
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.79,-0.0309660730052899
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.8,-0.0331273306236679
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.81,-0.0353241331565699
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.82,-0.0375551758521332
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.83,-0.0398192044543101
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.84,-0.042115011421138
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.85,-0.0444414788256901
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.86,-0.0467973975787069
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.87,-0.0491817897510925
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.88,-0.0515935992172646
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.89,-0.0540318382893833
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.9,-0.056495557896973
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.91,-0.0589838434401143
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.92,-0.0614958113227781
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.93,-0.0640306176550296
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.94,-0.0665870652089982
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.95,-0.0691627004477675
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.96,-0.0717524456767911
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.97,-0.0743430060649161
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.98,-0.076903727999237
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.99,-0.0793771804864848
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 4",1,-0.0815997816157203
