"","x","y","DLT_scenario","EFF_scenario"
"136",1,0.131252973206404,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"137",0.98,0.0748894271984072,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"138",0.99,0.0665286430910493,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"139",1,0.0581939511695724,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"140",0.32,0.653884076453931,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"141",0.13,0.949500515246458,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"142",0.14,0.935406322877337,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"143",0.15,0.921331454352384,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"144",0.16,0.907275869957884,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"145",0.17,0.893239530088874,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"146",0.18,0.879222395248767,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"147",0.19,0.865224426048985,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"148",0.2,0.851245583208589,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"149",0.21,0.837285827553908,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"150",0.22,0.823345120018181,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"151",0.23,0.809423421641183,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"152",0.24,0.79552069356887,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"153",0.39,0.574998776056486,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"154",0.41,0.54921819141179,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"155",0.07,0.993351164880448,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"156",0.08,0.975296748417803,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"157",0.09,0.957299724279299,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"158",0.1,0.939359819236628,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"159",0.11,0.921476761793079,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"160",0.58,0.471736087349594,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"161",0.84,0.000484313966481051,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"162",1,0.0800491456015343,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"163",0.83,0.149310962895391,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"164",0.85,0.131552470371139,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"165",0.86,0.122674398722925,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"166",0,0.807325490680049,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"167",1,0.066437982870728,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"168",0.77,0.166550667488829,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"169",0.73,0.202183358750136,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"170",0.4,0.537952507814676,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"171",0.84,0.232401252707505,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"172",0.85,0.227988104489455,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"173",0.86,0.223574962049732,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"174",0.87,0.219161825388326,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"175",0.88,0.214748694505225,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"176",0.89,0.210335569400418,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"177",0.9,0.205922450073892,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"178",0.91,0.201509336525638,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"179",0.92,0.197096228755643,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"180",0.93,0.192683126763896,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"181",0.94,0.188270030550386,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"182",0.95,0.183856940115101,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"183",0.96,0.17944385545803,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"184",0.97,0.175030776579163,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"185",0.98,0.170617703478486,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"186",0.99,0.16620463615599,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"187",1,0.161791574611662,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"188",0.24,0.777961122986062,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"189",0.06,0.991682542818581,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"190",0.88,0.208375275566421,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"191",0.92,0.175590343088057,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"192",0.26,0.669925702217982,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"193",0.88,0.123556094182979,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"194",0.89,0.114526599370485,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"195",0.9,0.105507320510309,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"196",0.92,0.122262916451528,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"197",0.93,0.115038905582829,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"198",0.94,0.107814895439083,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"199",0.95,0.100590886020291,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"200",0.96,0.0933668773264512,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"201",0.97,0.0861428693575645,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"202",0.98,0.0789188621136306,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"203",0.99,0.0716948555946494,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"204",1,0.0644708498006207,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"205",0.83,0.243956428182823,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"206",0.84,0.237686254248132,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"207",0.85,0.231418178141795,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"208",0.86,0.225152198811174,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"209",0.87,0.218888315204336,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"210",0.88,0.212626526270051,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"211",0.89,0.206366830957791,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"212",0.9,0.200109228217732,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"213",0.96,0.0328009561792541,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"214",0.99,0.0122248511093631,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"215",1,0.00520999698316854,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"216",0.69,0.272757403320842,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"217",0.7,0.262935965089188,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"218",0.91,0.00230787097601975,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"219",0,0.864007711998447,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"220",0.94,0.0680229981532315,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"221",0,0.998707445027082,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"222",0.34,0.582259380371136,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"223",0.73,0.166836173017815,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"224",0.83,0.097966861649047,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"225",0.86,0.0499555143040732,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"226",1,0.0449327509338126,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"227",0.99,0.109806181805147,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"228",1,0.103113883207697,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"229",0.87,0.164212738965926,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"230",0.92,0.131155919233173,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"231",0.64,0.292695370401883,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"232",0.61,0.338553055632538,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"233",0.62,0.330348033214419,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"234",0.63,0.322230542446113,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"235",0.64,0.314199190070303,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"236",0.65,0.30625261224259,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"237",0.66,0.298389473759404,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"238",0.67,0.290608467310106,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"239",0.68,0.282908312752399,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"240",0.69,0.275287756410222,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"241",0.7,0.267745570393296,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"242",0.71,0.260280551937556,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"243",0.72,0.252891522765732,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"244",0.73,0.24557732846735,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"245",1,0.155154340680476,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"246",0.93,0.207538328615622,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"247",0.94,0.200272348983971,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"248",0.95,0.19300756321378,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"249",0.96,0.185743971010831,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"250",0.97,0.178481572081002,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"251",0.98,0.171220366130269,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"252",0.99,0.163960352864704,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"253",1,0.156701531990474,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"254",0.13,0.999709687891312,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"255",0.14,0.984080006801198,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"256",0.15,0.968567904495804,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"257",0.16,0.953172059166484,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"258",0.17,0.937891168743473,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"259",0.18,0.922723950528806,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"260",0.19,0.907669140837383,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"261",0.2,0.892725494646009,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"262",0.21,0.877891785250152,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"263",0.22,0.863166803928275,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"264",0.23,0.848549359613502,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"265",0.24,0.834038278572461,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"266",0.03,0.94924478907367,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"267",0.96,0.0065146729797033,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"268",0.73,0.106345861846946,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"269",0.2,0.875618611325713,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"270",0.21,0.853699457113837,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"271",0.75,0.239677691197914,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"272",0.76,0.234202212425964,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"273",0.77,0.228729615797411,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"274",0.78,0.223259899037229,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"275",0.79,0.217793059872789,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"276",0.8,0.21232909603385,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"277",0.8,0.28091444716665,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"278",0.97,0.101286539039433,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"279",0.92,0.0287192367194588,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"280",0.76,0.225083245819898,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"281",0.77,0.221120053771886,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"282",0.78,0.217225164639495,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"283",0.79,0.213396827776973,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"284",0.8,0.209633351858604,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"285",0.81,0.205933102387262,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"286",0.82,0.20229449932749,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"287",0.83,0.198716014855902,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"288",0.84,0.195196171222178,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"289",0.85,0.191733538714358,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"290",0.86,0.188326733722558,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"291",0.87,0.184974416895579,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"292",0.88,0.181675291385281,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"293",0.89,0.178428101173855,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"294",0.9,0.175231629479482,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"295",0.91,0.172084697236118,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"296",0.92,0.168986161643416,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"297",0.93,0.165934914783045,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"298",0.94,0.162929882297871,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"299",0.95,0.159970022130713,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"300",0.96,0.157054323319548,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"301",0.97,0.154181804846241,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"302",0.98,0.151351514536054,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"303",0.99,0.148562528005329,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"304",1,0.145813947654918,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"305",0.22,0.821229471793862,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"306",0.48,0.46883263165625,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"307",0,0.926267413340723,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"308",0.63,0.395390036118403,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
"309",0.64,0.387388846829959,"Dose-toxicity scenario 1","Dose-efficacy scenario 3"
