"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"39","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.4,-0.00173845300201962
"40","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.41,-0.00150529257132762
"41","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.42,-0.00130383715572332
"42","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.43,-0.00113372042239396
"43","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.44,-0.000994587949603502
"44","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.45,-0.000886040237901555
"45","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.46,-0.000807816304037127
"46","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.47,-0.000759556017156753
"47","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.48,-0.000740930408933169
"48","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.49,-0.000751681193002411
"49","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.5,-0.000791533653622278
"50","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.51,-0.000860152840595439
"51","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.52,-0.000957333473741994
"52","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.53,-0.00108279010298875
"53","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.54,-0.00123632072331862
"54","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.55,-0.00141765246974758
"55","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.56,-0.00162660031526709
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.57,-0.00186290496284457
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.58,-0.00212639376976277
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.59,-0.00241686850381466
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.6,-0.0027341196791425
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.61,-0.0030779683039251
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.62,-0.00344824783496686
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.63,-0.00384476497672047
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.64,-0.00426736006188184
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.65,-0.00471586411173794
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.66,-0.00519010608841219
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.67,-0.00568996757404648
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.68,-0.00621524848795754
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.69,-0.00676578882537738
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.7,-0.00734151497794541
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.71,-0.0079422093050208
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.72,-0.0085677486847736
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.73,-0.00921794453675284
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.74,-0.00989278867438706
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.75,-0.0105919968857331
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.76,-0.0113154924865288
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.77,-0.01206312548566
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.78,-0.0128347646873034
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.79,-0.0136302718034026
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.8,-0.0144495191490394
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.81,-0.0152923421108517
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.82,-0.0161586350606065
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.83,-0.0170482534344574
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.84,-0.0179610652767558
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.85,-0.0188969316032438
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.86,-0.019855718233892
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.87,-0.0208373009646421
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.88,-0.0218415324672664
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.89,-0.022868285229472
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.9,-0.0239167501731955
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.91,-0.0249833265673612
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.92,-0.0260612978778694
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.93,-0.0271387078715327
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.94,-0.0281967570493149
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.95,-0.0291979214501922
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.96,-0.0300844690444939
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.97,-0.03078187941615
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.98,-0.0311927026535577
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.99,-0.0311507266176791
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 1",1,-0.0303951664681676
