"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.57,-0.00386009882105908
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.58,-0.00382839951753065
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.59,-0.00381588945565441
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.6,-0.00382254606223946
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.61,-0.00384833788636961
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.62,-0.00389326524667486
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.63,-0.00395729488741831
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.64,-0.00404041595883793
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.65,-0.0041426550805922
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.66,-0.00426401787513027
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.67,-0.00440449551114051
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.68,-0.00456408061519418
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.69,-0.00474282661000509
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.7,-0.00494070532607257
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.71,-0.00515771579528572
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.72,-0.00539396049286748
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.73,-0.00564934886730614
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.74,-0.00592391813020529
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.75,-0.00621768419597778
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.76,-0.00653065170571692
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.77,-0.00686278963421961
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.78,-0.00721418461783139
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.79,-0.00758475293839989
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.8,-0.00797451326448095
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.81,-0.00838346797286185
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.82,-0.0088116026913364
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.83,-0.00925888917083779
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.84,-0.00972533245328322
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.85,-0.0102108996244053
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.86,-0.0107155797464789
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.87,-0.0112393273639681
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.88,-0.0117817758251034
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.89,-0.0123427650393922
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.9,-0.0129217588249198
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.91,-0.0135168765462725
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.92,-0.0141236594461585
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.93,-0.0147339722074091
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.94,-0.0153354496250226
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.95,-0.0158953462465218
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.96,-0.0163559741362418
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.97,-0.0166241717466968
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.98,-0.0165704439319538
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.99,-0.0160195297334293
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 4",1,-0.0146784332846679
