"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.84,0.777,"Threshold 1"
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.85,0.768,"Threshold 1"
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.86,0.763,"Threshold 1"
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.87,0.759,"Threshold 1"
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.88,0.753,"Threshold 1"
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.89,0.749,"Threshold 1"
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.9,0.744,"Threshold 1"
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.91,0.737,"Threshold 1"
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.92,0.726,"Threshold 1"
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.93,0.721,"Threshold 1"
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.94,0.712,"Threshold 1"
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.95,0.709,"Threshold 1"
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.96,0.701,"Threshold 1"
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.97,0.692,"Threshold 1"
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.98,0.681,"Threshold 1"
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.99,0.669,"Threshold 1"
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 2",1,0.65,"Threshold 1"
"100","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.02,0.808,"Threshold 2"
"101","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.03,0.826,"Threshold 2"
"102","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.04,0.841,"Threshold 2"
"103","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.05,0.856,"Threshold 2"
"104","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.06,0.87,"Threshold 2"
"105","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.07,0.882,"Threshold 2"
"106","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.08,0.889,"Threshold 2"
"107","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.09,0.901,"Threshold 2"
"108","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.1,0.907,"Threshold 2"
"109","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.11,0.913,"Threshold 2"
"110","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.12,0.92,"Threshold 2"
"111","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.13,0.924,"Threshold 2"
"112","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.14,0.929,"Threshold 2"
"113","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.15,0.935,"Threshold 2"
"114","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.16,0.941,"Threshold 2"
"115","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.17,0.947,"Threshold 2"
"116","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.18,0.949,"Threshold 2"
"117","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.19,0.951,"Threshold 2"
"118","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.2,0.955,"Threshold 2"
"119","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.21,0.958,"Threshold 2"
"120","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.22,0.961,"Threshold 2"
"121","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.23,0.964,"Threshold 2"
"122","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.24,0.968,"Threshold 2"
"123","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.25,0.969,"Threshold 2"
"124","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.26,0.972,"Threshold 2"
"125","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.27,0.973,"Threshold 2"
"126","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.28,0.975,"Threshold 2"
"127","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.29,0.978,"Threshold 2"
"128","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.3,0.981,"Threshold 2"
"129","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.31,0.981,"Threshold 2"
"130","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.32,0.982,"Threshold 2"
"131","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.33,0.984,"Threshold 2"
"132","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.34,0.984,"Threshold 2"
"133","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.35,0.987,"Threshold 2"
"134","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.36,0.989,"Threshold 2"
"135","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.37,0.992,"Threshold 2"
"136","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.38,0.994,"Threshold 2"
"137","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.39,0.994,"Threshold 2"
"138","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.4,0.994,"Threshold 2"
"139","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.41,0.994,"Threshold 2"
"140","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.42,0.995,"Threshold 2"
"141","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.43,0.995,"Threshold 2"
"142","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.44,0.996,"Threshold 2"
"143","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.45,0.996,"Threshold 2"
"144","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.46,0.996,"Threshold 2"
"145","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.47,0.997,"Threshold 2"
"146","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.48,0.997,"Threshold 2"
"147","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.49,0.998,"Threshold 2"
"148","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.5,0.997,"Threshold 2"
"149","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.51,0.997,"Threshold 2"
"150","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.52,0.997,"Threshold 2"
"151","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.53,0.997,"Threshold 2"
"152","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.54,0.997,"Threshold 2"
"153","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.55,0.997,"Threshold 2"
"154","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.56,0.997,"Threshold 2"
"155","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.57,0.996,"Threshold 2"
"156","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.58,0.996,"Threshold 2"
"157","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.59,0.996,"Threshold 2"
"158","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.6,0.996,"Threshold 2"
"159","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.61,0.996,"Threshold 2"
"160","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.62,0.996,"Threshold 2"
"161","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.63,0.994,"Threshold 2"
"162","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.64,0.994,"Threshold 2"
"163","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.65,0.994,"Threshold 2"
"164","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.66,0.993,"Threshold 2"
"165","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.67,0.993,"Threshold 2"
"166","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.68,0.993,"Threshold 2"
"167","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.69,0.993,"Threshold 2"
"168","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.7,0.993,"Threshold 2"
"169","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.71,0.993,"Threshold 2"
"170","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.72,0.992,"Threshold 2"
"171","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.73,0.991,"Threshold 2"
"172","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.74,0.989,"Threshold 2"
"173","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.75,0.988,"Threshold 2"
"174","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.76,0.986,"Threshold 2"
"175","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.77,0.984,"Threshold 2"
"176","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.78,0.984,"Threshold 2"
"177","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.79,0.981,"Threshold 2"
"178","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.8,0.979,"Threshold 2"
"179","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.81,0.979,"Threshold 2"
"180","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.82,0.977,"Threshold 2"
"181","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.83,0.977,"Threshold 2"
"182","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.84,0.974,"Threshold 2"
"183","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.85,0.972,"Threshold 2"
"184","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.86,0.97,"Threshold 2"
"185","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.87,0.968,"Threshold 2"
"186","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.88,0.964,"Threshold 2"
"187","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.89,0.965,"Threshold 2"
"188","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.9,0.963,"Threshold 2"
"189","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.91,0.96,"Threshold 2"
"190","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.92,0.957,"Threshold 2"
"191","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.93,0.956,"Threshold 2"
"192","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.94,0.954,"Threshold 2"
"193","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.95,0.952,"Threshold 2"
"194","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.96,0.949,"Threshold 2"
"195","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.97,0.949,"Threshold 2"
"196","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.98,0.947,"Threshold 2"
"197","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.99,0.943,"Threshold 2"
"198","Dose-toxicity scenario 1","Dose-efficacy scenario 2",1,0.939,"Threshold 2"
