"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"41","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.42,0.888,"Threshold 1"
"42","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.43,0.894,"Threshold 1"
"43","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.44,0.894,"Threshold 1"
"44","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.45,0.888,"Threshold 1"
"45","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.46,0.889,"Threshold 1"
"46","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.47,0.889,"Threshold 1"
"47","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.48,0.895,"Threshold 1"
"48","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.49,0.892,"Threshold 1"
"49","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.5,0.889,"Threshold 1"
"50","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.51,0.888,"Threshold 1"
"51","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.52,0.884,"Threshold 1"
"52","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.53,0.88,"Threshold 1"
"53","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.54,0.874,"Threshold 1"
"54","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.55,0.875,"Threshold 1"
"55","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.56,0.871,"Threshold 1"
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.57,0.863,"Threshold 1"
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.58,0.862,"Threshold 1"
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.59,0.857,"Threshold 1"
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.6,0.851,"Threshold 1"
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.61,0.848,"Threshold 1"
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.62,0.84,"Threshold 1"
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.63,0.838,"Threshold 1"
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.64,0.837,"Threshold 1"
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.65,0.83,"Threshold 1"
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.66,0.823,"Threshold 1"
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.67,0.817,"Threshold 1"
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.68,0.806,"Threshold 1"
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.69,0.796,"Threshold 1"
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.7,0.79,"Threshold 1"
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.71,0.784,"Threshold 1"
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.72,0.774,"Threshold 1"
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.73,0.767,"Threshold 1"
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.74,0.758,"Threshold 1"
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.75,0.752,"Threshold 1"
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.76,0.746,"Threshold 1"
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.77,0.738,"Threshold 1"
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.78,0.727,"Threshold 1"
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.79,0.719,"Threshold 1"
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.8,0.713,"Threshold 1"
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.81,0.706,"Threshold 1"
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.82,0.697,"Threshold 1"
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.83,0.689,"Threshold 1"
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.84,0.681,"Threshold 1"
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.85,0.677,"Threshold 1"
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.86,0.672,"Threshold 1"
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.87,0.66,"Threshold 1"
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.88,0.653,"Threshold 1"
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.89,0.646,"Threshold 1"
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.9,0.645,"Threshold 1"
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.91,0.631,"Threshold 1"
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.92,0.627,"Threshold 1"
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.93,0.627,"Threshold 1"
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.94,0.621,"Threshold 1"
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.95,0.618,"Threshold 1"
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.96,0.614,"Threshold 1"
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.97,0.6,"Threshold 1"
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.98,0.587,"Threshold 1"
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.99,0.573,"Threshold 1"
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 4",1,0.561,"Threshold 1"
"100","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.02,0.838,"Threshold 2"
"101","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.03,0.853,"Threshold 2"
"102","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.04,0.869,"Threshold 2"
"103","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.05,0.885,"Threshold 2"
"104","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.06,0.893,"Threshold 2"
"105","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.07,0.9,"Threshold 2"
"106","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.08,0.911,"Threshold 2"
"107","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.09,0.918,"Threshold 2"
"108","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.1,0.922,"Threshold 2"
"109","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.11,0.93,"Threshold 2"
"110","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.12,0.935,"Threshold 2"
"111","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.13,0.941,"Threshold 2"
"112","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.14,0.943,"Threshold 2"
"113","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.15,0.945,"Threshold 2"
"114","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.16,0.947,"Threshold 2"
"115","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.17,0.948,"Threshold 2"
"116","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.18,0.953,"Threshold 2"
"117","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.19,0.959,"Threshold 2"
"118","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.2,0.964,"Threshold 2"
"119","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.21,0.966,"Threshold 2"
"120","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.22,0.971,"Threshold 2"
"121","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.23,0.974,"Threshold 2"
"122","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.24,0.973,"Threshold 2"
"123","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.25,0.977,"Threshold 2"
"124","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.26,0.979,"Threshold 2"
"125","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.27,0.981,"Threshold 2"
"126","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.28,0.982,"Threshold 2"
"127","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.29,0.986,"Threshold 2"
"128","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.3,0.987,"Threshold 2"
"129","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.31,0.988,"Threshold 2"
"130","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.32,0.991,"Threshold 2"
"131","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.33,0.991,"Threshold 2"
"132","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.34,0.992,"Threshold 2"
"133","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.35,0.994,"Threshold 2"
"134","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.36,0.995,"Threshold 2"
"135","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.37,0.997,"Threshold 2"
"136","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.38,0.997,"Threshold 2"
"137","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.39,0.997,"Threshold 2"
"138","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.4,0.996,"Threshold 2"
"139","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.41,0.997,"Threshold 2"
"140","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.42,0.997,"Threshold 2"
"141","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.43,0.997,"Threshold 2"
"142","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.44,0.997,"Threshold 2"
"143","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.45,0.997,"Threshold 2"
"144","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.46,0.997,"Threshold 2"
"145","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.47,0.997,"Threshold 2"
"146","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.48,0.996,"Threshold 2"
"147","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.49,0.995,"Threshold 2"
"148","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.5,0.995,"Threshold 2"
"149","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.51,0.995,"Threshold 2"
"150","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.52,0.995,"Threshold 2"
"151","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.53,0.995,"Threshold 2"
"152","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.54,0.996,"Threshold 2"
"153","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.55,0.996,"Threshold 2"
"154","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.56,0.996,"Threshold 2"
"155","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.57,0.996,"Threshold 2"
"156","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.58,0.996,"Threshold 2"
"157","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.59,0.993,"Threshold 2"
"158","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.6,0.993,"Threshold 2"
"159","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.61,0.991,"Threshold 2"
"160","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.62,0.989,"Threshold 2"
"161","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.63,0.988,"Threshold 2"
"162","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.64,0.988,"Threshold 2"
"163","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.65,0.987,"Threshold 2"
"164","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.66,0.987,"Threshold 2"
"165","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.67,0.987,"Threshold 2"
"166","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.68,0.984,"Threshold 2"
"167","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.69,0.981,"Threshold 2"
"168","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.7,0.981,"Threshold 2"
"169","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.71,0.98,"Threshold 2"
"170","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.72,0.979,"Threshold 2"
"171","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.73,0.976,"Threshold 2"
"172","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.74,0.974,"Threshold 2"
"173","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.75,0.974,"Threshold 2"
"174","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.76,0.971,"Threshold 2"
"175","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.77,0.97,"Threshold 2"
"176","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.78,0.969,"Threshold 2"
"177","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.79,0.967,"Threshold 2"
"178","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.8,0.966,"Threshold 2"
"179","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.81,0.965,"Threshold 2"
"180","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.82,0.965,"Threshold 2"
"181","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.83,0.963,"Threshold 2"
"182","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.84,0.961,"Threshold 2"
"183","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.85,0.959,"Threshold 2"
"184","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.86,0.957,"Threshold 2"
"185","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.87,0.954,"Threshold 2"
"186","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.88,0.953,"Threshold 2"
"187","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.89,0.951,"Threshold 2"
"188","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.9,0.95,"Threshold 2"
"189","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.91,0.945,"Threshold 2"
"190","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.92,0.941,"Threshold 2"
"191","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.93,0.936,"Threshold 2"
"192","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.94,0.932,"Threshold 2"
"193","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.95,0.929,"Threshold 2"
"194","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.96,0.924,"Threshold 2"
"195","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.97,0.92,"Threshold 2"
"196","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.98,0.913,"Threshold 2"
"197","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.99,0.91,"Threshold 2"
"198","Dose-toxicity scenario 1","Dose-efficacy scenario 4",1,0.907,"Threshold 2"
