"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"26","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.43,0.0156977465592744
"27","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.44,0.0168115725996408
"28","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.45,0.0177703728116854
"29","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.46,0.018580903807111
"30","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.47,0.0192495522395015
"31","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.48,0.019782443751755
"32","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.49,0.0201853336980448
"33","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.5,0.0204637066969995
"34","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.51,0.0206227977041191
"35","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.52,0.0206675568501452
"36","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.53,0.0206027257465373
"37","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.54,0.020432816577724
"38","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.55,0.0201620934892082
"39","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.56,0.0197946951135698
"40","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.57,0.0193344637816446
"41","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.58,0.018785032399114
"42","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.59,0.0181502582051308
"43","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.6,0.0174332256040236
"44","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.61,0.0166372631986478
"45","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.62,0.0157654709024572
"46","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.63,0.0148207872854286
"47","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.64,0.0138060460755339
"48","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.65,0.0127239480821323
"49","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.66,0.0115770543013356
"50","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.67,0.0103678555870645
"51","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.68,0.00909870276313236
"52","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.69,0.00777186169618493
"53","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.7,0.00638950093938786
"54","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.71,0.00495368746516919
"55","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.72,0.0034664256100208
"56","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.73,0.00192959748260744
"57","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.74,0.000345041304706304
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.75,-0.00128549573096666
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.76,-0.00296032158984388
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.77,-0.00467784183429833
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.78,-0.00643650185656826
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.79,-0.00823480633316842
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.8,-0.0100713812852224
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.81,-0.0119447984700852
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.82,-0.0138537492134879
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.83,-0.0157970316540904
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.84,-0.0177733644082898
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.85,-0.0197816123384907
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.86,-0.0218206471235999
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.87,-0.0238893941312691
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.88,-0.0259868092391066
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.89,-0.0281118994928039
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.9,-0.0302636023674246
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.91,-0.0324399877016103
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.92,-0.0346393916462174
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.93,-0.0368603574554974
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.94,-0.0390995005072006
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.95,-0.0413512200535368
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.96,-0.0436086652462336
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.97,-0.0458497669572313
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.98,-0.0480189070178829
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.99,-0.0500145001214054
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 2",1,-0.051586478154763
