"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.75,-0.0191383495317574
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.76,-0.0212523096006522
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.77,-0.0234121046679175
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.78,-0.0256160342427086
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.79,-0.0278625698768669
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.8,-0.0301501488975764
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.81,-0.0324773225998214
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.82,-0.0348426990856515
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.83,-0.0372449253823419
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.84,-0.0396827093032506
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.85,-0.0421548043077892
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.86,-0.0446600224640071
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.87,-0.0471972078809474
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.88,-0.0497652525730716
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.89,-0.0523630943833538
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.9,-0.0549897131649806
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.91,-0.0576441150957245
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.92,-0.0603253308449491
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.93,-0.0630325126270722
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.94,-0.0657645268642888
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.95,-0.0685178859612397
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.96,-0.0712860495526971
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.97,-0.0740526358643564
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.98,-0.0767789464321336
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 4",0.99,-0.0793998878540359
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 4",1,-0.0817245480900928
