"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"27","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.44,0.0073772743841999
"28","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.45,0.00736896055961656
"29","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.46,0.00725813667115903
"30","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.47,0.00704955239275967
"31","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.48,0.00674740516682945
"32","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.49,0.00635624452553706
"33","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.5,0.00588005492568734
"34","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.51,0.0053226329416599
"35","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.52,0.00468775663319702
"36","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.53,0.00397871163155802
"37","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.54,0.00319902911677101
"38","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.55,0.00235180590375995
"39","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.56,0.00144008292898608
"40","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.57,0.000466714587310141
"41","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.58,-0.000565483511489974
"42","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.59,-0.00165394816180054
"43","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.6,-0.00279616601438867
"44","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.61,-0.00398975491976778
"45","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.62,-0.00523242139150882
"46","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.63,-0.00652196811145558
"47","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.64,-0.00785645419857939
"48","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.65,-0.00923380066926985
"49","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.66,-0.0106521071092944
"50","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.67,-0.0121096162075348
"51","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.68,-0.013604571040839
"52","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.69,-0.0151353617993269
"53","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.7,-0.0167004145998472
"54","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.71,-0.0182982381987472
"55","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.72,-0.0199273938121669
"56","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.73,-0.0215865193063423
"57","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.74,-0.0232743064243933
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.75,-0.0249895127901224
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.76,-0.026730947459052
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.77,-0.028497459276935
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.78,-0.0302879683772116
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.79,-0.0321014336022933
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.8,-0.0339368624417048
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.81,-0.0357932799650215
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.82,-0.037669792706535
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.83,-0.0395655322234386
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.84,-0.0414796461543273
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.85,-0.0434113599094846
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.86,-0.0453598477733771
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.87,-0.0473244502162814
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.88,-0.0493044282787686
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.89,-0.0512988614244425
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.9,-0.0533068468397074
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.91,-0.0553277643718606
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.92,-0.0573609517630671
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.93,-0.0594053462447906
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.94,-0.0614600285774683
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.95,-0.063521165588571
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.96,-0.0655833970626239
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.97,-0.0676351606824977
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.98,-0.0696543116286642
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.99,-0.0715792808104995
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 3",1,-0.0732097519399223
