"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"23","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.4,0.00174660721498936
"24","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.41,0.00348731738671072
"25","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.42,0.00506935356698973
"26","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.43,0.00649969908028947
"27","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.44,0.00778498859306611
"28","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.45,0.00893149896298413
"29","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.46,0.00994521672592537
"30","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.47,0.0108317936948801
"31","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.48,0.0115966859965036
"32","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.49,0.012244985273203
"33","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.5,0.0127815523892651
"34","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.51,0.0132111962102564
"35","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.52,0.013538214568994
"36","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.53,0.0137668899275695
"37","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.54,0.0139012380907945
"38","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.55,0.0139451557620608
"39","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.56,0.0139022752319174
"40","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.57,0.0137761229415903
"41","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.58,0.0135700988596846
"42","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.59,0.0132873480152772
"43","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.6,0.0129309469056079
"44","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.61,0.0125038313150396
"45","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.62,0.0120087820625755
"46","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.63,0.0114484660888703
"47","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.64,0.0108255641000556
"48","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.65,0.0101423919509024
"49","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.66,0.00940130991784703
"50","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.67,0.00860459752237105
"51","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.68,0.0077545683981096
"52","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.69,0.00685282345425404
"53","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.7,0.00590179415137365
"54","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.71,0.00490321654769946
"55","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.72,0.00385889757449978
"56","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.73,0.00277060202940748
"57","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.74,0.00163997959248001
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.75,0.000468647980406176
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.76,-0.00074186029379435
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.77,-0.00199007822607581
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.78,-0.00327455140726419
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.79,-0.00459399219412988
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.8,-0.00594699919542333
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.81,-0.00733239678043958
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.82,-0.00874891778596167
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.83,-0.0101954641317913
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.84,-0.0116708824443887
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.85,-0.0131741368838703
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.86,-0.0147041162051027
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.87,-0.0162599146698651
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.88,-0.0178405427246522
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.89,-0.0194450959716067
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.9,-0.0210726915189256
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.91,-0.0227224716375584
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.92,-0.0243936325612437
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.93,-0.0260853055074512
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.94,-0.0277960655641267
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.95,-0.0295226338332063
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.96,-0.031256567038162
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.97,-0.0329798433724873
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.98,-0.0346560071745315
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.99,-0.036198796050312
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 2",1,-0.0373338905250384
