"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.76,-0.0442158313691959
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.77,-0.0471849065518797
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.78,-0.0501812783784772
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.79,-0.0532037654654714
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.8,-0.0562512412076589
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.81,-0.0593226147827078
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.82,-0.0624168552676921
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.83,-0.0655329693933
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.84,-0.0686699947608953
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.85,-0.0718270398055036
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.86,-0.0750031955346017
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.87,-0.0781976434827583
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.88,-0.0814095723951014
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.89,-0.0846382111269045
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.9,-0.0878828209101142
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.91,-0.0911426813785034
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.92,-0.0944171248282435
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.93,-0.0977049875271714
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.94,-0.101003553060776
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.95,-0.104309461048458
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.96,-0.107617073128247
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.97,-0.110915280866758
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.98,-0.114181916038465
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 1",0.99,-0.117373402002332
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 1",1,-0.120387618561783
