"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"87","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.21,0.851,"Threshold 2"
"88","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.22,0.868,"Threshold 2"
"89","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.23,0.881,"Threshold 2"
"90","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.24,0.898,"Threshold 2"
"91","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.25,0.913,"Threshold 2"
"92","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.26,0.927,"Threshold 2"
"93","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.27,0.937,"Threshold 2"
"94","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.28,0.946,"Threshold 2"
"95","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.29,0.953,"Threshold 2"
"96","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.3,0.959,"Threshold 2"
"97","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.31,0.964,"Threshold 2"
"98","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.32,0.969,"Threshold 2"
"99","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.33,0.973,"Threshold 2"
"100","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.34,0.973,"Threshold 2"
"101","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.35,0.974,"Threshold 2"
"102","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.36,0.974,"Threshold 2"
"103","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.37,0.974,"Threshold 2"
"104","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.38,0.97,"Threshold 2"
"105","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.39,0.972,"Threshold 2"
"106","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.4,0.968,"Threshold 2"
"107","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.41,0.968,"Threshold 2"
"108","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.42,0.967,"Threshold 2"
"109","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.43,0.968,"Threshold 2"
"110","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.44,0.969,"Threshold 2"
"111","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.45,0.97,"Threshold 2"
"112","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.46,0.97,"Threshold 2"
"113","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.47,0.97,"Threshold 2"
"114","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.48,0.971,"Threshold 2"
"115","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.49,0.972,"Threshold 2"
"116","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.5,0.971,"Threshold 2"
"117","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.51,0.969,"Threshold 2"
"118","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.52,0.969,"Threshold 2"
"119","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.53,0.97,"Threshold 2"
"120","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.54,0.971,"Threshold 2"
"121","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.55,0.973,"Threshold 2"
"122","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.56,0.973,"Threshold 2"
"123","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.57,0.975,"Threshold 2"
"124","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.58,0.975,"Threshold 2"
"125","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.59,0.976,"Threshold 2"
"126","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.6,0.976,"Threshold 2"
"127","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.61,0.979,"Threshold 2"
"128","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.62,0.98,"Threshold 2"
"129","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.63,0.982,"Threshold 2"
"130","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.64,0.981,"Threshold 2"
"131","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.65,0.982,"Threshold 2"
"132","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.66,0.982,"Threshold 2"
"133","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.67,0.982,"Threshold 2"
"134","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.68,0.984,"Threshold 2"
"135","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.69,0.984,"Threshold 2"
"136","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.7,0.983,"Threshold 2"
"137","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.71,0.981,"Threshold 2"
"138","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.72,0.98,"Threshold 2"
"139","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.73,0.979,"Threshold 2"
"140","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.74,0.978,"Threshold 2"
"141","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.75,0.979,"Threshold 2"
"142","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.76,0.98,"Threshold 2"
"143","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.77,0.981,"Threshold 2"
"144","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.78,0.981,"Threshold 2"
"145","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.79,0.979,"Threshold 2"
"146","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.8,0.98,"Threshold 2"
"147","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.81,0.981,"Threshold 2"
"148","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.82,0.974,"Threshold 2"
"149","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.83,0.971,"Threshold 2"
"150","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.84,0.968,"Threshold 2"
"151","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.85,0.967,"Threshold 2"
"152","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.86,0.964,"Threshold 2"
"153","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.87,0.962,"Threshold 2"
"154","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.88,0.959,"Threshold 2"
"155","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.89,0.955,"Threshold 2"
"156","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.9,0.953,"Threshold 2"
"157","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.91,0.952,"Threshold 2"
"158","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.92,0.945,"Threshold 2"
"159","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.93,0.939,"Threshold 2"
"160","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.94,0.933,"Threshold 2"
"161","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.95,0.928,"Threshold 2"
"162","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.96,0.926,"Threshold 2"
"163","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.97,0.922,"Threshold 2"
"164","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.98,0.92,"Threshold 2"
"165","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.99,0.919,"Threshold 2"
"166","Dose-toxicity scenario 2","Dose-efficacy scenario 2",1,0.915,"Threshold 2"
