"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.91,-0.0565220871863752
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.92,-0.0590036389118884
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.93,-0.0615008461244227
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.94,-0.0640103365096385
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.95,-0.0665236480881074
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.96,-0.0690345024162584
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.97,-0.0715308205384178
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.98,-0.0739856767349473
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 3",0.99,-0.0763375715531354
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 3",1,-0.0783898649601526
