"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"45","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.46,-0.00780147984975887
"46","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.47,-0.00745639996767277
"47","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.48,-0.00713910941792368
"48","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.49,-0.0068492028610802
"49","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.5,-0.00658641487599163
"50","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.51,-0.00635051691346818
"51","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.52,-0.00614127749916312
"52","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.53,-0.00595848773411751
"53","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.54,-0.0058018484917891
"54","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.55,-0.00567126771855272
"55","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.56,-0.00556650316723413
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.57,-0.00548739111291534
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.58,-0.00543374935721796
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.59,-0.00540546567463042
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.6,-0.0054022530250052
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.61,-0.00542409224085477
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.62,-0.00547079421273627
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.63,-0.00554222390380158
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.64,-0.00563825175464395
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.65,-0.00575874444242924
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.66,-0.00590365314734579
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.67,-0.00607263444299676
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.68,-0.0062658189519277
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.69,-0.00648298680666588
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.7,-0.00672403536999769
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.71,-0.00698885386944848
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.72,-0.00727733470560304
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.73,-0.00758936861722177
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.74,-0.00792486318225335
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.75,-0.00828368386457237
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.76,-0.00866574363502394
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.77,-0.00907094690395652
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.78,-0.0094991724012119
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.79,-0.0099503205337769
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.8,-0.0104242869867499
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.81,-0.0109209631755265
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.82,-0.0114402517803996
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.83,-0.011982044260059
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.84,-0.0125462327429529
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.85,-0.0131327070555194
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.86,-0.013741366085909
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.87,-0.014372093871226
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.88,-0.0150247830561739
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.89,-0.0156993485219131
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.9,-0.0163956559996434
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.91,-0.0171134521974968
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.92,-0.0178493090818389
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.93,-0.0185973320447233
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.94,-0.0193470488878595
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.95,-0.0200790723962558
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.96,-0.0207485788308121
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.97,-0.0212747923150752
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.98,-0.0215169727672269
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.99,-0.0212488200390265
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 2",1,-0.0201547062966845
