"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.63,-0.00196847297247521
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.64,-0.00208681147257771
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.65,-0.00222602136257651
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.66,-0.00238603772831285
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.67,-0.00256674221090211
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.68,-0.00276831851080802
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.69,-0.00299046289214556
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.7,-0.00323319788379846
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.71,-0.00349649840155889
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.72,-0.00378033371463669
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.73,-0.00408463207299444
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.74,-0.00440937344701657
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.75,-0.00475450034975791
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.76,-0.0051199602804657
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.77,-0.00550576362246116
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.78,-0.00591184558243149
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.79,-0.00633814594473228
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.8,-0.00678463142899716
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.81,-0.00725125479848472
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.82,-0.00773797316535236
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.83,-0.00824475581671783
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.84,-0.00877153314694516
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.85,-0.00931826523196417
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.86,-0.00988488268223896
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.87,-0.0104713665557832
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.88,-0.0110776597906519
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.89,-0.0117036740461921
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.9,-0.0123492713422954
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.91,-0.0130119461764455
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.92,-0.0136874086466571
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.93,-0.0143686765481206
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.94,-0.0150436086808407
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.95,-0.0156877836212935
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.96,-0.0162622450202606
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.97,-0.0166922409450505
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.98,-0.0168294516673124
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.99,-0.0164529569969654
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 3",1,-0.0152104604036806
