"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"37","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.38,-0.00906282895438351
"38","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.39,-0.00858336014861659
"39","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.4,-0.00813043934170751
"40","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.41,-0.00770372914806441
"41","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.42,-0.00730277637893315
"42","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.43,-0.00692723439146325
"43","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.44,-0.00657677166249779
"44","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.45,-0.00625096613657163
"45","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.46,-0.00594969860392564
"46","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.47,-0.00567250504652962
"47","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.48,-0.00541915419643894
"48","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.49,-0.00518939295424778
"49","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.5,-0.00498299055592907
"50","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.51,-0.00479973278398319
"51","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.52,-0.00463940085596832
"52","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.53,-0.00450179728508361
"53","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.54,-0.00438688124558379
"54","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.55,-0.00429414219201284
"55","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.56,-0.00422381501699187
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.57,-0.00417560334463046
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.58,-0.00414940862988545
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.59,-0.00414511190852254
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.6,-0.0041626164492745
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.61,-0.00420184758224288
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.62,-0.00426273800740886
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.63,-0.00434512896105907
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.64,-0.00444900115902425
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.65,-0.0045743480057764
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.66,-0.00472102505432509
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.67,-0.00488906537468007
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.68,-0.00507833077407212
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.69,-0.00528880489927583
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.7,-0.00552045142775811
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.71,-0.00577320810546519
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.72,-0.00604703877321567
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.73,-0.00634190145303395
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.74,-0.00665773094759201
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.75,-0.0069945158424344
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.76,-0.00735219131273002
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.77,-0.00773070742051827
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.78,-0.00813001843828875
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.79,-0.00855009264705792
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.8,-0.00899085723218322
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.81,-0.00945226489470843
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.82,-0.00993428054760536
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.83,-0.0104368229756846
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.84,-0.0109598467472443
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.85,-0.0115033010869861
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.86,-0.0120671037235667
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.87,-0.0126512142510523
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.88,-0.0132555545125029
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.89,-0.0138799895677977
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.9,-0.0145237860696137
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.91,-0.0151849791748121
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.92,-0.015861711343522
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.93,-0.0165496205498957
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.94,-0.0172355721440687
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.95,-0.0178972508019639
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.96,-0.0184930761320737
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.97,-0.0189346896223114
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.98,-0.01908978522983
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 2",0.99,-0.0187481613342901
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 2",1,-0.0175981583524001
