"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"30","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.47,0.83,"Threshold 1"
"31","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.48,0.832,"Threshold 1"
"32","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.49,0.831,"Threshold 1"
"33","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.5,0.831,"Threshold 1"
"34","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.51,0.837,"Threshold 1"
"35","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.52,0.844,"Threshold 1"
"36","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.53,0.844,"Threshold 1"
"37","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.54,0.845,"Threshold 1"
"38","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.55,0.846,"Threshold 1"
"39","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.56,0.845,"Threshold 1"
"40","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.57,0.845,"Threshold 1"
"41","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.58,0.847,"Threshold 1"
"42","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.59,0.849,"Threshold 1"
"43","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.6,0.848,"Threshold 1"
"44","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.61,0.853,"Threshold 1"
"45","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.62,0.854,"Threshold 1"
"46","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.63,0.855,"Threshold 1"
"47","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.64,0.857,"Threshold 1"
"48","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.65,0.857,"Threshold 1"
"49","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.66,0.86,"Threshold 1"
"50","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.67,0.862,"Threshold 1"
"51","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.68,0.868,"Threshold 1"
"52","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.69,0.87,"Threshold 1"
"53","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.7,0.872,"Threshold 1"
"54","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.71,0.879,"Threshold 1"
"55","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.72,0.881,"Threshold 1"
"56","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.73,0.885,"Threshold 1"
"57","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.74,0.884,"Threshold 1"
"58","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.75,0.884,"Threshold 1"
"59","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.76,0.88,"Threshold 1"
"60","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.77,0.878,"Threshold 1"
"61","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.78,0.875,"Threshold 1"
"62","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.79,0.876,"Threshold 1"
"63","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.8,0.878,"Threshold 1"
"64","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.81,0.875,"Threshold 1"
"65","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.82,0.87,"Threshold 1"
"66","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.83,0.867,"Threshold 1"
"67","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.84,0.866,"Threshold 1"
"68","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.85,0.862,"Threshold 1"
"69","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.86,0.863,"Threshold 1"
"70","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.87,0.861,"Threshold 1"
"71","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.88,0.86,"Threshold 1"
"72","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.89,0.861,"Threshold 1"
"73","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.9,0.864,"Threshold 1"
"74","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.91,0.858,"Threshold 1"
"75","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.92,0.858,"Threshold 1"
"76","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.93,0.858,"Threshold 1"
"77","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.94,0.857,"Threshold 1"
"78","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.95,0.859,"Threshold 1"
"79","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.96,0.854,"Threshold 1"
"80","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.97,0.851,"Threshold 1"
"81","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.98,0.847,"Threshold 1"
"82","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.99,0.841,"Threshold 1"
"83","Dose-toxicity scenario 2","Dose-efficacy scenario 2",1,0.837,"Threshold 1"
"84","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.18,0.818,"Threshold 2"
"85","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.19,0.831,"Threshold 2"
"86","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.2,0.845,"Threshold 2"
"87","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.21,0.86,"Threshold 2"
"88","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.22,0.876,"Threshold 2"
"89","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.23,0.887,"Threshold 2"
"90","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.24,0.904,"Threshold 2"
"91","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.25,0.919,"Threshold 2"
"92","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.26,0.927,"Threshold 2"
"93","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.27,0.941,"Threshold 2"
"94","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.28,0.949,"Threshold 2"
"95","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.29,0.955,"Threshold 2"
"96","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.3,0.96,"Threshold 2"
"97","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.31,0.97,"Threshold 2"
"98","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.32,0.973,"Threshold 2"
"99","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.33,0.976,"Threshold 2"
"100","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.34,0.978,"Threshold 2"
"101","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.35,0.977,"Threshold 2"
"102","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.36,0.98,"Threshold 2"
"103","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.37,0.977,"Threshold 2"
"104","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.38,0.977,"Threshold 2"
"105","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.39,0.977,"Threshold 2"
"106","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.4,0.976,"Threshold 2"
"107","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.41,0.976,"Threshold 2"
"108","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.42,0.974,"Threshold 2"
"109","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.43,0.975,"Threshold 2"
"110","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.44,0.974,"Threshold 2"
"111","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.45,0.974,"Threshold 2"
"112","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.46,0.973,"Threshold 2"
"113","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.47,0.972,"Threshold 2"
"114","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.48,0.972,"Threshold 2"
"115","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.49,0.97,"Threshold 2"
"116","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.5,0.972,"Threshold 2"
"117","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.51,0.973,"Threshold 2"
"118","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.52,0.974,"Threshold 2"
"119","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.53,0.975,"Threshold 2"
"120","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.54,0.977,"Threshold 2"
"121","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.55,0.976,"Threshold 2"
"122","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.56,0.979,"Threshold 2"
"123","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.57,0.982,"Threshold 2"
"124","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.58,0.982,"Threshold 2"
"125","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.59,0.982,"Threshold 2"
"126","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.6,0.983,"Threshold 2"
"127","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.61,0.982,"Threshold 2"
"128","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.62,0.984,"Threshold 2"
"129","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.63,0.986,"Threshold 2"
"130","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.64,0.988,"Threshold 2"
"131","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.65,0.988,"Threshold 2"
"132","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.66,0.988,"Threshold 2"
"133","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.67,0.989,"Threshold 2"
"134","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.68,0.987,"Threshold 2"
"135","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.69,0.989,"Threshold 2"
"136","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.7,0.991,"Threshold 2"
"137","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.71,0.991,"Threshold 2"
"138","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.72,0.989,"Threshold 2"
"139","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.73,0.988,"Threshold 2"
"140","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.74,0.989,"Threshold 2"
"141","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.75,0.989,"Threshold 2"
"142","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.76,0.989,"Threshold 2"
"143","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.77,0.989,"Threshold 2"
"144","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.78,0.99,"Threshold 2"
"145","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.79,0.99,"Threshold 2"
"146","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.8,0.99,"Threshold 2"
"147","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.81,0.99,"Threshold 2"
"148","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.82,0.991,"Threshold 2"
"149","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.83,0.99,"Threshold 2"
"150","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.84,0.99,"Threshold 2"
"151","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.85,0.988,"Threshold 2"
"152","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.86,0.987,"Threshold 2"
"153","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.87,0.987,"Threshold 2"
"154","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.88,0.984,"Threshold 2"
"155","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.89,0.982,"Threshold 2"
"156","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.9,0.981,"Threshold 2"
"157","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.91,0.98,"Threshold 2"
"158","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.92,0.978,"Threshold 2"
"159","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.93,0.977,"Threshold 2"
"160","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.94,0.973,"Threshold 2"
"161","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.95,0.972,"Threshold 2"
"162","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.96,0.972,"Threshold 2"
"163","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.97,0.972,"Threshold 2"
"164","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.98,0.97,"Threshold 2"
"165","Dose-toxicity scenario 2","Dose-efficacy scenario 2",0.99,0.97,"Threshold 2"
"166","Dose-toxicity scenario 2","Dose-efficacy scenario 2",1,0.967,"Threshold 2"
