"","DLT_scenario","EFF_scenario","x_true_MTD","average_pointwise_MTD_bias"
"31","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.32,-0.0172003072845478
"32","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.33,-0.0163322740892873
"33","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.34,-0.015495016076204
"34","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.35,-0.0146880105215918
"35","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.36,-0.0139107536877982
"36","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.37,-0.0131627785381274
"37","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.38,-0.0124436059587835
"38","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.39,-0.0117528094136136
"39","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.4,-0.0110899936653196
"40","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.41,-0.0104546876214685
"41","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.42,-0.00984659331709471
"42","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.43,-0.00926531153756585
"43","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.44,-0.00871052872190809
"44","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.45,-0.00818185060465771
"45","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.46,-0.00767906385774255
"46","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.47,-0.00720185618682432
"47","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.48,-0.00674996233720741
"48","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.49,-0.00632315434102437
"49","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.5,-0.00592119293856106
"50","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.51,-0.0055438964891628
"51","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.52,-0.00519105952390415
"52","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.53,-0.0048625125801175
"53","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.54,-0.00455805229699184
"54","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.55,-0.00427762332521779
"55","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.56,-0.00402101033935466
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.57,-0.00378813043968193
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.58,-0.00357888010626053
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.59,-0.00339312249479141
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.6,-0.00323075522263534
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.61,-0.00309177714464989
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.62,-0.00297606408893932
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.63,-0.00288350389637271
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.64,-0.00281406789235503
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.65,-0.00276767089678443
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.66,-0.00274425942118088
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.67,-0.00274379848951709
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.68,-0.00276621322544533
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.69,-0.0028114287369629
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.7,-0.00287940854741474
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.71,-0.00297008377078547
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.72,-0.00308343437739752
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.73,-0.00321937553201118
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.74,-0.00337784325589482
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.75,-0.0035588068174178
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.76,-0.00376217639783389
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.77,-0.00398791345819457
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.78,-0.00423594137445734
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.79,-0.0045062148727706
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.8,-0.00479865541795744
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.81,-0.00511318020047838
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.82,-0.00544972415804318
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.83,-0.00580825575655436
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.84,-0.00618865160732495
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.85,-0.00659085733093756
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.86,-0.00701475505381395
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.87,-0.00745985063605113
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.88,-0.00792588563044927
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.89,-0.0084127811140357
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.9,-0.00892049428652571
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.91,-0.00944789588018441
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.92,-0.00999166153271584
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.93,-0.0105458140529858
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.94,-0.0110955156541442
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.95,-0.0116092219097049
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.96,-0.0120330240200809
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.97,-0.0122801385250553
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.98,-0.0122106351891061
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 3",0.99,-0.0116169385340898
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 3",1,-0.0102084641729608
