"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"122","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.24,0.974,"Threshold 2"
"123","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.25,0.978,"Threshold 2"
"124","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.26,0.978,"Threshold 2"
"125","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.27,0.981,"Threshold 2"
"126","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.28,0.983,"Threshold 2"
"127","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.29,0.985,"Threshold 2"
"128","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.3,0.986,"Threshold 2"
"129","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.31,0.987,"Threshold 2"
"130","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.32,0.989,"Threshold 2"
"131","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.33,0.99,"Threshold 2"
"132","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.34,0.991,"Threshold 2"
"133","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.35,0.993,"Threshold 2"
"134","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.36,0.994,"Threshold 2"
"135","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.37,0.994,"Threshold 2"
"136","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.38,0.995,"Threshold 2"
"137","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.39,0.996,"Threshold 2"
"138","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.4,0.996,"Threshold 2"
"139","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.41,0.995,"Threshold 2"
"140","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.42,0.995,"Threshold 2"
"141","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.43,0.996,"Threshold 2"
"142","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.44,0.996,"Threshold 2"
"143","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.45,0.995,"Threshold 2"
"144","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.46,0.995,"Threshold 2"
"145","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.47,0.994,"Threshold 2"
"146","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.48,0.994,"Threshold 2"
"147","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.49,0.995,"Threshold 2"
"148","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.5,0.995,"Threshold 2"
"149","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.51,0.995,"Threshold 2"
"150","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.52,0.996,"Threshold 2"
"151","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.53,0.995,"Threshold 2"
"152","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.54,0.992,"Threshold 2"
"153","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.55,0.991,"Threshold 2"
"154","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.56,0.991,"Threshold 2"
"155","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.57,0.992,"Threshold 2"
"156","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.58,0.991,"Threshold 2"
"157","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.59,0.991,"Threshold 2"
"158","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.6,0.991,"Threshold 2"
"159","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.61,0.991,"Threshold 2"
"160","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.62,0.991,"Threshold 2"
"161","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.63,0.989,"Threshold 2"
"162","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.64,0.988,"Threshold 2"
"163","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.65,0.987,"Threshold 2"
"164","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.66,0.984,"Threshold 2"
"165","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.67,0.981,"Threshold 2"
"166","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.68,0.981,"Threshold 2"
"167","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.69,0.981,"Threshold 2"
"168","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.7,0.981,"Threshold 2"
"169","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.71,0.979,"Threshold 2"
"170","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.72,0.977,"Threshold 2"
"171","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.73,0.976,"Threshold 2"
"172","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.74,0.975,"Threshold 2"
"173","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.75,0.974,"Threshold 2"
"174","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.76,0.973,"Threshold 2"
"175","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.77,0.972,"Threshold 2"
"176","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.78,0.971,"Threshold 2"
"177","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.79,0.969,"Threshold 2"
"178","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.8,0.968,"Threshold 2"
"179","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.81,0.966,"Threshold 2"
"180","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.82,0.964,"Threshold 2"
"181","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.83,0.961,"Threshold 2"
"182","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.84,0.961,"Threshold 2"
"183","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.85,0.961,"Threshold 2"
"184","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.86,0.96,"Threshold 2"
"185","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.87,0.959,"Threshold 2"
"186","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.88,0.956,"Threshold 2"
"187","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.89,0.955,"Threshold 2"
"188","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.9,0.955,"Threshold 2"
"189","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.91,0.953,"Threshold 2"
"190","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.92,0.952,"Threshold 2"
"191","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.93,0.95,"Threshold 2"
"192","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.94,0.942,"Threshold 2"
"193","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.95,0.937,"Threshold 2"
"194","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.96,0.932,"Threshold 2"
"195","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.97,0.932,"Threshold 2"
"196","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.98,0.928,"Threshold 2"
"197","Dose-toxicity scenario 1","Dose-efficacy scenario 4",0.99,0.92,"Threshold 2"
"198","Dose-toxicity scenario 1","Dose-efficacy scenario 4",1,0.914,"Threshold 2"
