"","DLT_scenario","EFF_scenario","x_true_MTD","percent_correct_MTD_recommentation","type"
"50","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.51,0.858,"Threshold 1"
"51","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.52,0.852,"Threshold 1"
"52","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.53,0.846,"Threshold 1"
"53","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.54,0.841,"Threshold 1"
"54","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.55,0.835,"Threshold 1"
"55","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.56,0.822,"Threshold 1"
"56","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.57,0.819,"Threshold 1"
"57","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.58,0.811,"Threshold 1"
"58","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.59,0.804,"Threshold 1"
"59","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.6,0.802,"Threshold 1"
"60","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.61,0.8,"Threshold 1"
"61","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.62,0.798,"Threshold 1"
"62","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.63,0.787,"Threshold 1"
"63","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.64,0.772,"Threshold 1"
"64","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.65,0.757,"Threshold 1"
"65","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.66,0.749,"Threshold 1"
"66","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.67,0.742,"Threshold 1"
"67","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.68,0.734,"Threshold 1"
"68","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.69,0.732,"Threshold 1"
"69","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.7,0.725,"Threshold 1"
"70","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.71,0.722,"Threshold 1"
"71","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.72,0.717,"Threshold 1"
"72","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.73,0.713,"Threshold 1"
"73","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.74,0.704,"Threshold 1"
"74","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.75,0.7,"Threshold 1"
"75","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.76,0.694,"Threshold 1"
"76","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.77,0.686,"Threshold 1"
"77","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.78,0.681,"Threshold 1"
"78","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.79,0.671,"Threshold 1"
"79","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.8,0.668,"Threshold 1"
"80","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.81,0.659,"Threshold 1"
"81","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.82,0.658,"Threshold 1"
"82","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.83,0.65,"Threshold 1"
"83","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.84,0.639,"Threshold 1"
"84","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.85,0.63,"Threshold 1"
"85","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.86,0.629,"Threshold 1"
"86","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.87,0.626,"Threshold 1"
"87","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.88,0.62,"Threshold 1"
"88","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.89,0.619,"Threshold 1"
"89","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.9,0.611,"Threshold 1"
"90","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.91,0.613,"Threshold 1"
"91","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.92,0.607,"Threshold 1"
"92","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.93,0.604,"Threshold 1"
"93","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.94,0.604,"Threshold 1"
"94","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.95,0.597,"Threshold 1"
"95","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.96,0.587,"Threshold 1"
"96","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.97,0.574,"Threshold 1"
"97","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.98,0.564,"Threshold 1"
"98","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.99,0.553,"Threshold 1"
"99","Dose-toxicity scenario 1","Dose-efficacy scenario 1",1,0.534,"Threshold 1"
"100","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.02,0.865,"Threshold 2"
"101","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.03,0.876,"Threshold 2"
"102","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.04,0.892,"Threshold 2"
"103","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.05,0.914,"Threshold 2"
"104","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.06,0.924,"Threshold 2"
"105","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.07,0.935,"Threshold 2"
"106","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.08,0.942,"Threshold 2"
"107","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.09,0.95,"Threshold 2"
"108","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.1,0.954,"Threshold 2"
"109","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.11,0.957,"Threshold 2"
"110","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.12,0.961,"Threshold 2"
"111","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.13,0.961,"Threshold 2"
"112","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.14,0.963,"Threshold 2"
"113","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.15,0.968,"Threshold 2"
"114","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.16,0.971,"Threshold 2"
"115","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.17,0.974,"Threshold 2"
"116","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.18,0.976,"Threshold 2"
"117","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.19,0.978,"Threshold 2"
"118","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.2,0.98,"Threshold 2"
"119","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.21,0.982,"Threshold 2"
"120","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.22,0.984,"Threshold 2"
"121","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.23,0.984,"Threshold 2"
"122","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.24,0.985,"Threshold 2"
"123","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.25,0.985,"Threshold 2"
"124","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.26,0.986,"Threshold 2"
"125","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.27,0.99,"Threshold 2"
"126","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.28,0.991,"Threshold 2"
"127","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.29,0.991,"Threshold 2"
"128","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.3,0.992,"Threshold 2"
"129","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.31,0.993,"Threshold 2"
"130","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.32,0.994,"Threshold 2"
"131","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.33,0.994,"Threshold 2"
"132","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.34,0.996,"Threshold 2"
"133","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.35,0.997,"Threshold 2"
"134","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.36,0.997,"Threshold 2"
"135","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.37,0.998,"Threshold 2"
"136","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.38,0.997,"Threshold 2"
"137","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.39,0.997,"Threshold 2"
"138","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.4,0.997,"Threshold 2"
"139","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.41,0.996,"Threshold 2"
"140","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.42,0.996,"Threshold 2"
"141","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.43,0.996,"Threshold 2"
"142","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.44,0.996,"Threshold 2"
"143","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.45,0.996,"Threshold 2"
"144","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.46,0.996,"Threshold 2"
"145","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.47,0.996,"Threshold 2"
"146","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.48,0.996,"Threshold 2"
"147","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.49,0.996,"Threshold 2"
"148","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.5,0.996,"Threshold 2"
"149","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.51,0.997,"Threshold 2"
"150","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.52,0.997,"Threshold 2"
"151","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.53,0.996,"Threshold 2"
"152","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.54,0.995,"Threshold 2"
"153","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.55,0.995,"Threshold 2"
"154","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.56,0.995,"Threshold 2"
"155","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.57,0.994,"Threshold 2"
"156","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.58,0.993,"Threshold 2"
"157","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.59,0.993,"Threshold 2"
"158","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.6,0.993,"Threshold 2"
"159","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.61,0.991,"Threshold 2"
"160","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.62,0.99,"Threshold 2"
"161","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.63,0.987,"Threshold 2"
"162","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.64,0.985,"Threshold 2"
"163","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.65,0.983,"Threshold 2"
"164","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.66,0.982,"Threshold 2"
"165","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.67,0.978,"Threshold 2"
"166","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.68,0.978,"Threshold 2"
"167","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.69,0.977,"Threshold 2"
"168","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.7,0.978,"Threshold 2"
"169","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.71,0.972,"Threshold 2"
"170","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.72,0.969,"Threshold 2"
"171","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.73,0.968,"Threshold 2"
"172","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.74,0.965,"Threshold 2"
"173","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.75,0.962,"Threshold 2"
"174","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.76,0.959,"Threshold 2"
"175","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.77,0.959,"Threshold 2"
"176","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.78,0.955,"Threshold 2"
"177","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.79,0.953,"Threshold 2"
"178","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.8,0.951,"Threshold 2"
"179","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.81,0.949,"Threshold 2"
"180","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.82,0.947,"Threshold 2"
"181","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.83,0.946,"Threshold 2"
"182","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.84,0.943,"Threshold 2"
"183","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.85,0.942,"Threshold 2"
"184","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.86,0.939,"Threshold 2"
"185","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.87,0.938,"Threshold 2"
"186","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.88,0.933,"Threshold 2"
"187","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.89,0.928,"Threshold 2"
"188","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.9,0.924,"Threshold 2"
"189","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.91,0.92,"Threshold 2"
"190","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.92,0.918,"Threshold 2"
"191","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.93,0.916,"Threshold 2"
"192","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.94,0.914,"Threshold 2"
"193","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.95,0.91,"Threshold 2"
"194","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.96,0.906,"Threshold 2"
"195","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.97,0.902,"Threshold 2"
"196","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.98,0.897,"Threshold 2"
"197","Dose-toxicity scenario 1","Dose-efficacy scenario 1",0.99,0.891,"Threshold 2"
"198","Dose-toxicity scenario 1","Dose-efficacy scenario 1",1,0.887,"Threshold 2"
